Date,Symbol,Open,High,Low,Close,VWAP,Volume,Turnover
13-06-2017,ITC,305.05,306,302.2,305.25,304.21,5107002,1.55358E+14
14-06-2017,ITC,304.95,306,299.15,299.85,300.77,14574048,4.38343E+14
15-06-2017,ITC,302.95,302.95,299.5,301.9,300.84,7427656,2.23455E+14
16-06-2017,ITC,302.5,309.6,302.5,306.8,307.05,12323676,3.78401E+14
19-06-2017,ITC,309,311.85,308.1,310.9,310.3,6982651,2.1667E+14
20-06-2017,ITC,312,312.2,308.1,308.7,309.84,8260929,2.5596E+14
21-06-2017,ITC,309.4,311,307.2,308.95,309.27,8279767,2.56064E+14
22-06-2017,ITC,308.65,314.2,308.2,311.3,311.69,8944754,2.78799E+14
23-06-2017,ITC,310,312.9,308.6,311,310.55,7176861,2.22878E+14
27-06-2017,ITC,311.75,316.5,311,312.35,314.35,9688675,3.04565E+14
28-06-2017,ITC,311.6,311.6,307.1,308.35,309.54,7919072,2.45129E+14
29-06-2017,ITC,309.1,313.25,308.6,311.6,311.36,9929212,3.09158E+14
30-06-2017,ITC,310.25,324.7,310.25,323.65,319.24,23196959,7.40548E+14
03-07-2017,ITC,346,354.8,340.3,342.5,344.04,47079622,1.61974E+15
04-07-2017,ITC,342.8,343.45,336.25,337.25,338.75,11232007,3.80485E+14
05-07-2017,ITC,337.25,337.85,330.25,331.05,332.97,11978317,3.98836E+14
06-07-2017,ITC,334.3,338.75,331.3,337.1,336.17,13429462,4.51458E+14
07-07-2017,ITC,338,338.2,333.05,334.3,334.92,9919790,3.32237E+14
10-07-2017,ITC,341,367.7,331,333.3,333.45,1427399,4.7596E+13
11-07-2017,ITC,335,335.05,330,330.4,331.28,8336685,2.76174E+14
12-07-2017,ITC,328.4,333.6,327.4,328.85,329.19,10249263,3.37396E+14
13-07-2017,ITC,332,339.5,331,338.75,337.11,17491942,5.89679E+14
14-07-2017,ITC,339.95,339.95,334.8,337.15,336.1,5586611,1.87764E+14
17-07-2017,ITC,335,335,320.7,325.15,327.62,20320210,6.65723E+14
18-07-2017,ITC,292.65,292.65,276.4,284.55,284.65,149479681,4.25499E+15
19-07-2017,ITC,287.8,292.9,286.2,291.45,289.94,39134264,1.13467E+15
20-07-2017,ITC,294,294.9,288.4,289.5,290.93,15306864,4.45316E+14
21-07-2017,ITC,291.5,291.75,286.55,288.9,288.88,13174402,3.80587E+14
24-07-2017,ITC,290,295.35,288.1,293.25,293.22,17794337,5.2177E+14
25-07-2017,ITC,295,295.15,290.85,291.4,292.04,9559657,2.79183E+14
26-07-2017,ITC,292,294.25,291.5,293.65,293.02,9209593,2.6986E+14
27-07-2017,ITC,294.7,295.4,286.75,288.55,291.58,18892800,5.50884E+14
28-07-2017,ITC,294.3,294.75,287.15,291.55,290.47,18494629,5.37206E+14
31-07-2017,ITC,289.5,290.3,284.5,285.25,286.58,21247233,6.08901E+14
01-08-2017,ITC,285.3,288.55,285,287.85,286.75,13542016,3.88316E+14
02-08-2017,ITC,289.8,289.9,284.3,285.45,286.24,9867353,2.82441E+14
03-08-2017,ITC,285,285.4,280.65,281.4,283.07,10199231,2.88711E+14
04-08-2017,ITC,280.4,284.4,279.65,280.75,281.43,11283020,3.17541E+14
07-08-2017,ITC,281.6,283,279.45,279.85,280.86,8451267,2.37359E+14
08-08-2017,ITC,280.1,281.4,273.5,274.15,276.02,12741118,3.51684E+14
09-08-2017,ITC,274,275.4,270.4,272.85,272.65,9910187,2.70201E+14
10-08-2017,ITC,272.65,274.65,270.75,273.1,272.98,9995867,2.72867E+14
11-08-2017,ITC,271,274.45,270.1,271.5,272.06,14409594,3.92029E+14
14-08-2017,ITC,274.4,274.4,270.5,271.25,271.47,9693041,2.63139E+14
16-08-2017,ITC,272,281.75,271.35,279.2,277.34,18692336,5.18418E+14
17-08-2017,ITC,281.85,282.9,277.9,280,280.55,13703999,3.84468E+14
18-08-2017,ITC,279.25,284,276.8,281.85,281.65,14869905,4.18807E+14
21-08-2017,ITC,282.35,285,280.95,281.6,282.88,13088154,3.70235E+14
22-08-2017,ITC,282,285,280.35,282.9,283.68,11956919,3.39188E+14
23-08-2017,ITC,283.5,285.6,281.6,282.55,283.55,8747634,2.48042E+14
24-08-2017,ITC,282,283.5,281.1,281.45,282.11,10819303,3.0522E+14
28-08-2017,ITC,282.1,283,279.3,282.45,280.88,9974428,2.80162E+14
29-08-2017,ITC,282.35,282.9,279.4,280.25,280.78,6141239,1.72433E+14
30-08-2017,ITC,281.15,282.9,280.6,282,281.56,6534233,1.83976E+14
31-08-2017,ITC,283,283.15,280.4,282.25,281.69,11221831,3.16105E+14
01-09-2017,ITC,282.2,284.35,280.7,283.6,283.31,7247857,2.05342E+14
04-09-2017,ITC,283.45,283.85,282,283.1,282.96,8480587,2.3997E+14
05-09-2017,ITC,282.65,283.9,281.6,282.85,282.82,7820187,2.21168E+14
06-09-2017,ITC,280.5,281,275.25,275.7,276.67,14165258,3.91915E+14
07-09-2017,ITC,277,277.55,269.55,270.4,273.09,19218142,5.24833E+14
08-09-2017,ITC,271.15,273.3,270,272.35,271.6,9716093,2.63888E+14
11-09-2017,ITC,272.4,274.4,271.5,273.6,273.33,9314031,2.54582E+14
12-09-2017,ITC,275.5,278.25,274.6,277.65,276.51,11464781,3.17013E+14
13-09-2017,ITC,277.4,277.5,270.95,271.5,272.9,12126147,3.30927E+14
14-09-2017,ITC,272.3,272.5,270.4,272,271.41,7041114,1.91102E+14
15-09-2017,ITC,272,272.75,268.2,269.3,270.06,13147594,3.5506E+14
18-09-2017,ITC,271,271.7,266.25,267,268.76,10152294,2.72852E+14
19-09-2017,ITC,268,270,264.1,267.85,265.36,33882424,8.99093E+14
20-09-2017,ITC,269.4,272,267.75,271.55,270.72,9604767,2.60025E+14
21-09-2017,ITC,272,272.4,267.1,269.55,269.81,7759828,2.09365E+14
22-09-2017,ITC,269.5,270.95,267.05,268.45,269.2,6877525,1.85143E+14
25-09-2017,ITC,268.5,269.65,260.9,262.25,263.85,17583222,4.63931E+14
26-09-2017,ITC,263.3,263.75,261.05,262.45,262.63,9581360,2.51635E+14
27-09-2017,ITC,265.1,265.5,256.8,258.5,261.52,17533620,4.58541E+14
28-09-2017,ITC,260.4,263.4,259.1,261.55,261.67,21604711,5.65327E+14
29-09-2017,ITC,262.8,262.9,257.45,258.3,260.72,12172012,3.17354E+14
03-10-2017,ITC,262.5,262.75,258.5,261.4,261.23,11497927,3.00356E+14
04-10-2017,ITC,264.1,268.5,263.15,267.4,266.63,10779322,2.87412E+14
05-10-2017,ITC,267.4,269.4,264.4,265.25,266.94,6937298,1.85185E+14
06-10-2017,ITC,265.8,267.5,264.65,266.15,265.97,7856190,2.08951E+14
09-10-2017,ITC,268,269.15,266.4,268,267.76,6088623,1.63027E+14
10-10-2017,ITC,267.1,267.9,265.15,266.2,266.78,5472538,1.45997E+14
11-10-2017,ITC,266.5,267.75,264.45,265.4,265.22,7664687,2.03284E+14
12-10-2017,ITC,265.55,269.2,264,267,267.15,9165813,2.44862E+14
13-10-2017,ITC,266.25,267.6,264.2,265.95,265.26,12040762,3.19398E+14
16-10-2017,ITC,266,269.95,265.5,267.5,267.87,9152244,2.45166E+14
17-10-2017,ITC,268,268.7,265.95,267.25,267.47,10628854,2.84292E+14
18-10-2017,ITC,268,270.75,267.1,270.35,268.52,7229879,1.94135E+14
19-10-2017,ITC,271,271.3,269,269.65,269.91,1235750,3.33537E+13
23-10-2017,ITC,270,272.75,265.8,267.05,268.73,9768072,2.62497E+14
24-10-2017,ITC,268.45,268.45,266.1,267,267.3,8400196,2.2454E+14
25-10-2017,ITC,268.4,271.5,268.2,269.25,269.43,5940597,1.60059E+14
26-10-2017,ITC,270.8,270.8,267.15,268.4,268.64,9260157,2.48768E+14
27-10-2017,ITC,270.6,276,267.45,269.35,272.44,22968176,6.25756E+14
30-10-2017,ITC,269,270.6,263.45,265.15,265.97,17589111,4.67817E+14
31-10-2017,ITC,266.05,266.95,263.9,265.7,265.13,8139444,2.15801E+14
01-11-2017,ITC,267,271.2,266.3,269.85,269.37,7237682,1.94963E+14
02-11-2017,ITC,269.7,269.95,265.3,265.65,267.2,9683859,2.58754E+14
03-11-2017,ITC,267,267.9,264.9,265.4,265.91,5980143,1.59018E+14
06-11-2017,ITC,266.25,267.9,264.3,264.9,265.58,9020725,2.3957E+14
07-11-2017,ITC,265.7,267.7,263.65,265.3,265.48,9506715,2.52387E+14
08-11-2017,ITC,265.35,266.5,264.7,265.4,265.68,5957114,1.5827E+14
09-11-2017,ITC,266.4,266.5,259.3,260.05,261.44,20246351,5.29321E+14
10-11-2017,ITC,260.55,265.2,259.4,261.7,262.17,16792035,4.40238E+14
13-11-2017,ITC,263,263.3,258,258.3,260.35,7396182,1.92557E+14
14-11-2017,ITC,258.5,260.85,256,256.55,258.03,8335504,2.15079E+14
15-11-2017,ITC,257,257.35,250.4,253.3,252.41,17011726,4.2939E+14
16-11-2017,ITC,254.7,255.6,252.4,255.1,254.4,9959845,2.53381E+14
17-11-2017,ITC,256.5,259,256,258,257.86,9998498,2.57817E+14
20-11-2017,ITC,258.6,260.7,257.25,259.2,259.06,7916268,2.05077E+14
21-11-2017,ITC,259.5,259.5,255.2,255.8,257.75,16626216,4.28543E+14
22-11-2017,ITC,256,258.65,255.6,258.15,257.59,8609960,2.2178E+14
23-11-2017,ITC,258.35,260.7,256.4,258.15,258.33,7524346,1.94379E+14
24-11-2017,ITC,258.5,261.45,258.05,260.75,259.73,7347756,1.90843E+14
27-11-2017,ITC,260,260.5,257.3,259.25,258.68,4836535,1.2511E+14
28-11-2017,ITC,259.1,259.2,256,257,256.98,17508901,4.49943E+14
29-11-2017,ITC,258,258.7,257,258.05,257.83,8697821,2.24256E+14
30-11-2017,ITC,257.9,258.2,254.65,256.05,256.13,22116235,5.66454E+14
01-12-2017,ITC,256.95,259.6,254.65,255.2,257.11,6593537,1.69525E+14
04-12-2017,ITC,256,256.3,253.55,255.1,254.87,6111791,1.55772E+14
05-12-2017,ITC,255,255.35,252.5,253.85,254.16,8991412,2.28522E+14
06-12-2017,ITC,253.25,253.25,250.85,251.6,251.96,8244499,2.07728E+14
07-12-2017,ITC,250,254.1,250,253.35,252.33,5426456,1.36924E+14
08-12-2017,ITC,253.75,263.2,253.4,262.2,258.56,13132943,3.39569E+14
11-12-2017,ITC,264.65,267.5,263.3,266.25,265.86,17181015,4.56775E+14
12-12-2017,ITC,264.5,265.2,260.5,261.55,261.85,9243049,2.4203E+14
13-12-2017,ITC,259.6,262.4,257.6,259,260.16,8653465,2.25125E+14
14-12-2017,ITC,260.9,266.15,257.55,264.25,261.32,8043427,2.10192E+14
15-12-2017,ITC,266,267.05,263.45,264.6,265.17,12269517,3.25351E+14
18-12-2017,ITC,265.5,265.5,259.05,263.2,263.29,9293059,2.4468E+14
19-12-2017,ITC,263.4,265.4,263.1,264.25,264.01,5881181,1.55269E+14
20-12-2017,ITC,264.7,264.7,262.7,263.3,263.54,7441512,1.96112E+14
21-12-2017,ITC,265.9,265.9,261.6,263.05,262.91,6771408,1.78029E+14
22-12-2017,ITC,263.5,264.2,262.15,263.1,263.4,6405364,1.68718E+14
26-12-2017,ITC,263.25,265,262.65,264.15,264.04,9549857,2.52156E+14
27-12-2017,ITC,264.2,264.3,261.65,262.15,262.96,6091016,1.60168E+14
28-12-2017,ITC,263.4,264.05,261.05,261.85,262.27,15889965,4.16751E+14
29-12-2017,ITC,262.5,264,262.25,263.25,263.25,6565616,1.72841E+14
01-01-2018,ITC,263.25,266.3,261.25,262.3,263.26,10461011,2.75393E+14
02-01-2018,ITC,262.6,264.2,260.45,260.75,261.84,5688384,1.48947E+14
03-01-2018,ITC,261.3,262.65,260.6,261.15,261.82,11018996,2.88499E+14
04-01-2018,ITC,260.95,262.75,260.6,261.55,261.69,9368913,2.45173E+14
05-01-2018,ITC,261.9,263.5,261.9,262.9,262.5,9211954,2.41818E+14
08-01-2018,ITC,264,266.8,263.25,265.6,265.52,14433239,3.83224E+14
09-01-2018,ITC,265.5,272,264.75,270.55,269.5,25737663,6.93632E+14
10-01-2018,ITC,273.45,274,269.05,269.4,271.34,16441299,4.46116E+14
11-01-2018,ITC,269.5,271,268.1,269.8,269.82,11287447,3.04559E+14
12-01-2018,ITC,270.25,271.35,266.15,267.55,268.58,8179762,2.19689E+14
15-01-2018,ITC,268,271.1,267,267.6,268.71,10538330,2.83178E+14
16-01-2018,ITC,268.2,268.7,260.8,261.7,263.52,12935712,3.40882E+14
17-01-2018,ITC,262,267,259.55,266.05,263.83,16375659,4.32038E+14
18-01-2018,ITC,268,275.25,266.65,273.4,272.79,26442702,7.21333E+14
19-01-2018,ITC,276,277.5,271.1,274.55,274.46,25710521,7.05652E+14
22-01-2018,ITC,275,275.5,271.7,273.65,272.84,8339156,2.27526E+14
23-01-2018,ITC,274,277.25,273.55,276.6,275.57,18244388,5.02764E+14
24-01-2018,ITC,276.65,282,276.05,281.45,279.68,17305234,4.83985E+14
25-01-2018,ITC,281,283.2,278.6,281.25,280.8,13124518,3.68531E+14
29-01-2018,ITC,281.15,283.3,275,275.65,277.08,9569723,2.65157E+14
30-01-2018,ITC,275,276.45,271.95,275.2,274.41,13057276,3.58306E+14
31-01-2018,ITC,273.9,276,269.85,271.4,272.88,18945945,5.1699E+14
01-02-2018,ITC,272,290.3,267.4,275.3,279.2,59362154,1.65741E+15
02-02-2018,ITC,274.4,285.65,270.8,275.35,278.35,35008302,9.74473E+14
05-02-2018,ITC,273.55,281.7,271.85,279.25,278.26,19706340,5.48354E+14
06-02-2018,ITC,269.95,277.3,268.15,273.5,273.27,15822723,4.32386E+14
07-02-2018,ITC,278,278.75,274,275.15,275.53,12956103,3.56974E+14
08-02-2018,ITC,275.7,276.9,272.65,274.1,274.87,9779911,2.68818E+14
09-02-2018,ITC,271,272.5,267.8,271.35,270.18,14204123,3.83764E+14
12-02-2018,ITC,272.45,273.85,269.3,269.85,270.82,6713679,1.81822E+14
14-02-2018,ITC,270,271,265.1,266.5,268.33,11303222,3.03303E+14
15-02-2018,ITC,266.5,269.9,264.8,268.1,267.87,11736246,3.14381E+14
16-02-2018,ITC,269.85,270.75,265.6,266.45,267.53,6164187,1.64912E+14
19-02-2018,ITC,266,267.8,262.5,264.1,264.81,6069585,1.60728E+14
20-02-2018,ITC,264,265.8,262.15,263.25,263.65,9301017,2.45222E+14
21-02-2018,ITC,264,268.95,263.45,268.2,267.23,10555155,2.82063E+14
22-02-2018,ITC,267.2,269,265.45,267.1,267.14,19118686,5.10742E+14
23-02-2018,ITC,267.45,270,266.1,269.05,268.63,6529253,1.75396E+14
26-02-2018,ITC,268.55,269.5,266,266.55,267.63,8378818,2.24245E+14
27-02-2018,ITC,268,268.2,265.5,266.4,266.25,7429924,1.9782E+14
28-02-2018,ITC,265,266.3,263.05,265.05,264.89,13451146,3.56309E+14
01-03-2018,ITC,264.2,266.1,262.85,264,263.84,7781553,2.05312E+14
05-03-2018,ITC,263.3,263.3,260,260.25,260.87,6623613,1.72789E+14
06-03-2018,ITC,261.05,262.4,255.5,256.5,259.23,8180373,2.12064E+14
07-03-2018,ITC,256.5,260.5,253.55,259.9,258.51,15153219,3.91719E+14
08-03-2018,ITC,260.3,261.9,257.75,258.85,259.9,6027032,1.5664E+14
09-03-2018,ITC,259,260.9,258.25,259.25,259.85,6110339,1.58775E+14
12-03-2018,ITC,264,270.85,262.95,270.1,267.45,19900387,5.32245E+14
13-03-2018,ITC,269.65,272,267.2,269.45,269.99,8326884,2.2482E+14
14-03-2018,ITC,268.05,269.05,265.3,268.05,267.56,7907101,2.11561E+14
15-03-2018,ITC,267,269.9,265.2,265.55,267.01,5557668,1.48396E+14
16-03-2018,ITC,266.4,266.4,258.85,260.5,261.06,20680532,5.39882E+14
19-03-2018,ITC,260.55,262.2,258.3,259.15,260.46,12926158,3.36671E+14
20-03-2018,ITC,258.15,259.95,257.5,259.2,258.78,7481088,1.93595E+14
21-03-2018,ITC,260.05,261.65,258.7,259.05,259.88,12920867,3.3579E+14
22-03-2018,ITC,260,261.45,257.85,258.3,259.3,8011131,2.07731E+14
23-03-2018,ITC,256,258.8,254.75,256,256.75,11185677,2.87195E+14
26-03-2018,ITC,252.9,260,252.5,258.1,257.28,12499724,3.21597E+14
27-03-2018,ITC,258.8,260.5,256.9,258.9,258.34,8769415,2.26552E+14
28-03-2018,ITC,258,258.95,254.35,255.5,256.7,12270479,3.14984E+14
02-04-2018,ITC,257,258.95,255.45,258.25,256.75,7029064,1.80469E+14
03-04-2018,ITC,258,260,257.5,258.5,258.63,5098212,1.31856E+14
04-04-2018,ITC,259.5,259.8,257.1,258.6,258.54,8392947,2.16991E+14
05-04-2018,ITC,255.5,260,255.5,259.65,258.65,9113610,2.3572E+14
06-04-2018,ITC,260.5,262,260.05,260.85,261.06,6098959,1.59222E+14
09-04-2018,ITC,261.15,266.6,260.9,265.8,264.65,9217475,2.43937E+14
10-04-2018,ITC,266.35,268.7,265.1,266.7,266.64,14682547,3.91499E+14
11-04-2018,ITC,266.9,267.55,263.4,265.15,264.95,5232228,1.3863E+14
12-04-2018,ITC,265.1,265.15,261.4,261.95,262.57,6125006,1.60825E+14
13-04-2018,ITC,263,263.5,260,260.75,261.59,4991314,1.30566E+14
16-04-2018,ITC,260.5,264.9,260,264.45,263.6,5212182,1.37391E+14
17-04-2018,ITC,265.4,268.4,262.7,267.6,265.28,13207767,3.50373E+14
18-04-2018,ITC,268.7,278.9,268,275.35,275.48,23815794,6.56079E+14
19-04-2018,ITC,277.25,280,275.25,277.35,277.18,12823460,3.5544E+14
20-04-2018,ITC,276,279.25,273.5,276.2,276.21,10790554,2.98047E+14
23-04-2018,ITC,276,277.2,275,275.5,275.87,11746220,3.24037E+14
24-04-2018,ITC,276,278.85,274.65,276,276.77,8449353,2.33852E+14
25-04-2018,ITC,275.5,276.3,272.7,274.1,274.5,4928817,1.35294E+14
26-04-2018,ITC,274.55,279.1,273,278.25,277.35,20282977,5.62545E+14
27-04-2018,ITC,279.6,280.95,278.4,279.4,279.6,9732842,2.72131E+14
30-04-2018,ITC,279.6,283.85,279.6,281.45,282.15,5918966,1.67001E+14
02-05-2018,ITC,282.1,288.7,280.25,287.25,286.01,16071685,4.59668E+14
03-05-2018,ITC,287.5,289.7,283.05,285,285.64,9366444,2.67544E+14
04-05-2018,ITC,287,287,275.85,277.15,279.28,10904195,3.04533E+14
07-05-2018,ITC,278.3,283.4,276.9,282.25,280.63,6475767,1.8173E+14
08-05-2018,ITC,283.15,285.95,282,282.7,283.51,6588906,1.86802E+14
09-05-2018,ITC,281.5,284,281.5,282.3,282.95,4214376,1.19248E+14
10-05-2018,ITC,282.95,283.95,277.3,280.15,279.73,5672203,1.58669E+14
11-05-2018,ITC,281.9,284,279.75,283.65,281.68,3892106,1.09632E+14
14-05-2018,ITC,283,287.3,282,284.8,285.56,6479302,1.85024E+14
15-05-2018,ITC,284.85,286,280.7,281.85,282.78,7777542,2.19935E+14
16-05-2018,ITC,279.95,288.8,279.55,285.85,284.33,18062869,5.1359E+14
17-05-2018,ITC,288,288.7,278.45,278.95,282.74,10755084,3.04089E+14
18-05-2018,ITC,278.55,285.55,276,282.3,282,15422138,4.34903E+14
21-05-2018,ITC,282.3,284,278.5,282.35,281.94,8579200,2.4188E+14
22-05-2018,ITC,282,283.1,278.05,278.75,280.06,4730984,1.32498E+14
23-05-2018,ITC,279,279.4,272.95,273.45,275.22,7891899,2.17199E+14
24-05-2018,ITC,274,276.8,271.75,274.85,274.73,6282351,1.72593E+14
25-05-2018,ITC,272.4,275,268.75,272.3,272.16,9244273,2.51593E+14
28-05-2018,ITC,274,277.5,272.4,275.3,275.87,6997081,1.93032E+14
29-05-2018,ITC,274.8,277.75,272.45,274.05,275.89,8830998,2.43642E+14
30-05-2018,ITC,272.5,273.7,270.65,271.9,271.49,8005601,2.17346E+14
31-05-2018,ITC,272.2,272.7,269.6,271.65,271.41,13212672,3.58609E+14
01-06-2018,ITC,271.15,271.7,269.1,269.95,270.17,6607768,1.78521E+14
04-06-2018,ITC,270.25,271.95,267.5,268.9,270.07,7984112,2.15625E+14
05-06-2018,ITC,269,269.85,266.85,267.5,268.14,5788321,1.55206E+14
06-06-2018,ITC,268,271.15,267.8,270.4,269.35,7296797,1.96537E+14
07-06-2018,ITC,270.5,272.3,270.1,271.05,271.22,6797792,1.84368E+14
08-06-2018,ITC,271.1,271.5,267,267.9,268.62,6769606,1.81845E+14
11-06-2018,ITC,268.5,271.9,268.15,269.25,270.36,8572974,2.31782E+14
12-06-2018,ITC,269.3,274.6,269.25,270.25,271.9,8449515,2.29744E+14
13-06-2018,ITC,271.5,271.8,267.2,267.85,269.54,7817856,2.10722E+14
14-06-2018,ITC,266.5,268.9,266,267.25,267.26,9169601,2.45066E+14
15-06-2018,ITC,267.5,267.75,263.6,264.5,264.77,10814596,2.86335E+14
18-06-2018,ITC,264.45,265.5,263.5,264.55,264.52,6281093,1.66148E+14
19-06-2018,ITC,264.9,267.15,262.65,266.05,265.1,7336092,1.94478E+14
20-06-2018,ITC,266.45,267,263.05,263.75,264.01,9540207,2.51875E+14
21-06-2018,ITC,264.4,264.8,260.4,260.85,261.73,7137481,1.86809E+14
22-06-2018,ITC,260.55,266.8,260,265.15,264.82,16820667,4.45446E+14
25-06-2018,ITC,265.15,265.4,259.75,262.6,261.96,13617718,3.56729E+14
26-06-2018,ITC,262.45,266.15,262.15,264.8,265.06,10087090,2.6737E+14
27-06-2018,ITC,264.9,265,261.5,262.75,262.45,10036967,2.63424E+14
28-06-2018,ITC,262,264,259,260.5,261.78,14637010,3.83169E+14
29-06-2018,ITC,261.8,267.55,260.3,266.2,264.67,10907020,2.88675E+14
02-07-2018,ITC,267,267.1,260.05,263.05,262.63,18097981,4.75301E+14
03-07-2018,ITC,263.5,266.75,261.15,265.45,263.65,10385004,2.738E+14
04-07-2018,ITC,266.3,266.3,262.2,264.4,263.7,7881279,2.07827E+14
05-07-2018,ITC,264.6,273.8,263.5,272.5,270.19,15473199,4.18077E+14
06-07-2018,ITC,272.75,274.75,270.15,272.65,272.52,12936762,3.52549E+14
09-07-2018,ITC,275,276,272.2,274.4,274.2,9782072,2.6822E+14
10-07-2018,ITC,275.5,277.5,273.1,277.05,275.43,11486223,3.16371E+14
11-07-2018,ITC,276.85,280.3,273.75,275.75,277.74,11362662,3.15583E+14
12-07-2018,ITC,275.75,278.15,273.3,277.2,276.11,9902834,2.73431E+14
13-07-2018,ITC,278,278.3,269.2,270.4,271.64,18590126,5.04973E+14
16-07-2018,ITC,270.3,273.3,269.7,271.6,271.68,10281018,2.79317E+14
17-07-2018,ITC,271.05,273,269.3,269.85,270.74,10033333,2.7164E+14
18-07-2018,ITC,271.1,271.3,267.6,268.55,269.28,7050253,1.89849E+14
19-07-2018,ITC,268.9,274.6,266.25,273.3,270.99,8956760,2.42721E+14
20-07-2018,ITC,273.25,274.8,270.65,274,273.32,6572535,1.7964E+14
23-07-2018,ITC,279.5,286.65,277.15,284.15,283.57,26056261,7.38865E+14
24-07-2018,ITC,284.5,287,283.55,285.65,285.37,12111542,3.45627E+14
25-07-2018,ITC,284.25,286.95,283.2,286.15,285.64,13301823,3.79953E+14
26-07-2018,ITC,287,291.15,284.2,287.2,288.1,20698478,5.96326E+14
27-07-2018,ITC,300,307.15,295,302.55,301.39,75862167,2.28641E+15
30-07-2018,ITC,302,303.6,300,301.05,301.53,17080727,5.15042E+14
31-07-2018,ITC,300.75,301.35,295.55,297.7,297.9,14563274,4.33834E+14
01-08-2018,ITC,298.05,302.95,296.1,301.6,299.14,14624672,4.3749E+14
02-08-2018,ITC,300.5,303.5,297.3,299.2,300.56,9847568,2.95982E+14
03-08-2018,ITC,300,305.4,298.15,303.95,302.22,12470372,3.76882E+14
06-08-2018,ITC,305,306.9,300,301.8,303.29,7683950,2.33046E+14
07-08-2018,ITC,302.95,304.2,299.75,301.1,301.77,7188877,2.16941E+14
08-08-2018,ITC,300.25,302.4,300,300.95,301.07,6442258,1.93956E+14
09-08-2018,ITC,301.75,304.6,300.05,302.5,302.52,9221385,2.78969E+14
10-08-2018,ITC,302,306.9,301.15,304.8,304.58,14777932,4.50101E+14
13-08-2018,ITC,304,307.8,303.15,305.95,305.91,9957591,3.04615E+14
14-08-2018,ITC,307,310.2,306.85,307.9,308.55,12315926,3.80013E+14
16-08-2018,ITC,307.9,308.5,305.1,307.45,306.97,18674289,5.7325E+14
17-08-2018,ITC,307.8,315.3,307.8,313.75,313.17,25413745,7.95893E+14
20-08-2018,ITC,314.2,315,311.3,313.3,313.42,19218118,6.02334E+14
21-08-2018,ITC,314.5,317,312,312.9,313.84,13618791,4.27409E+14
23-08-2018,ITC,314,316.4,307.35,312,312.05,11309613,3.52913E+14
24-08-2018,ITC,311,312,307,310.4,309.65,5445848,1.68629E+14
27-08-2018,ITC,311.2,314.85,310.5,313.4,313.57,5278766,1.65529E+14
28-08-2018,ITC,314,315.8,311,311.65,312.78,6609740,2.06742E+14
29-08-2018,ITC,311.7,315.45,310,312.8,312.1,10349504,3.23012E+14
30-08-2018,ITC,313.5,320.6,313.5,319.85,318.38,24973007,7.95103E+14
31-08-2018,ITC,322,322.6,317.2,319.85,320.54,18084699,5.79678E+14
03-09-2018,ITC,322.95,322.95,311.05,313.2,318.71,9112998,2.90437E+14
04-09-2018,ITC,312,312.2,307,309.6,308.6,11184441,3.45156E+14
05-09-2018,ITC,310.4,314.45,309.25,310.25,311.33,10139205,3.15662E+14
06-09-2018,ITC,311.4,311.75,308.05,310.8,310.2,7609714,2.36054E+14
07-09-2018,ITC,311.6,313.2,308.1,310.45,311.02,7188478,2.23574E+14
10-09-2018,ITC,310.2,310.75,305.55,306.55,306.96,9635849,2.95782E+14
11-09-2018,ITC,306.65,306.75,295.55,297.2,298.06,26006624,7.75156E+14
12-09-2018,ITC,297.75,307.6,295.4,306.8,303.42,19423600,5.8935E+14
14-09-2018,ITC,307,308.65,305.05,307.15,306.62,12823479,3.93194E+14
17-09-2018,ITC,305,306.1,301.5,302,303.27,5825628,1.76673E+14
18-09-2018,ITC,302.2,304.9,299.3,303.25,302.47,8199623,2.4801E+14
19-09-2018,ITC,304.5,305.65,298,299.65,302.15,6150336,1.8583E+14
21-09-2018,ITC,300.4,306.6,300.4,303.95,303.82,16337218,4.96361E+14
24-09-2018,ITC,305,306.35,292.5,297.95,299.62,14452668,4.3303E+14
25-09-2018,ITC,296.9,302.35,292.35,301.15,297.9,13273933,3.95428E+14
26-09-2018,ITC,303,303,289.75,293.15,293.94,19891787,5.84701E+14
27-09-2018,ITC,293.5,295.1,289.5,293.3,292.28,12084852,3.53213E+14
28-09-2018,ITC,295,300,291.8,297.75,296.25,24606864,7.28968E+14
01-10-2018,ITC,300.85,302.95,293.4,297.1,296.68,9025533,2.67766E+14
03-10-2018,ITC,297,300,294.65,295.2,297.16,7570160,2.24952E+14
04-10-2018,ITC,293.85,295.7,285.15,287.1,290.28,8105763,2.35297E+14
05-10-2018,ITC,285.5,286,275.1,276.5,280.41,17622969,4.94168E+14
08-10-2018,ITC,279,279.4,269.15,273.2,273.6,16430487,4.4954E+14
09-10-2018,ITC,275.5,275.5,267.75,268.5,271.27,10540674,2.85933E+14
10-10-2018,ITC,269.9,271.15,267.2,270.1,269.63,11479650,3.09526E+14
11-10-2018,ITC,265,269.3,263.65,265.2,265.96,10609934,2.82179E+14
12-10-2018,ITC,267.5,277.65,267.3,275.2,274.98,13425871,3.69191E+14
15-10-2018,ITC,278.95,283.6,276,282.5,279.8,17933322,5.01767E+14
16-10-2018,ITC,283,283.75,276.35,282.65,280.86,11867994,3.33325E+14
17-10-2018,ITC,283.9,291.65,281.55,286.45,287.08,15307324,4.39441E+14
